35,35,35,35,35,34
40,40,40,40,40,42
35,35,35,35,35,34
35,35,35,35,35,37
43,43,43,43,43,42
36,36,36,36,36,36
40,40,40,40,40,41
42,42,42,42,42,44
44,44,44,44,44,43
45,45,45,45,45,44
43,43,43,43,43,43
37,37,37,37,37,39
35,35,35,35,35,34
40,40,40,40,42,44
35,35,35,35,34,33
35,35,35,35,37,38
43,43,43,43,42,44
36,36,36,36,36,38
40,40,40,40,41,42
42,42,42,42,44,45
44,44,44,44,43,44
45,45,45,45,44,46
43,43,43,43,43,44
37,37,37,37,39,38
35,35,35,35,34,36
40,40,40,42,35,34
35,35,35,34,33,33
35,35,35,37,38,37
43,43,43,42,44,45
36,36,36,36,38,40
40,40,40,41,42,43
42,42,42,44,45,46
44,44,44,43,44,44
45,45,45,44,46,48
43,43,43,43,44,46
37,37,37,39,38,38
35,35,35,34,36,38
40,40,42,35,34,34
35,35,34,33,35,37
35,35,37,38,37,39
43,43,42,44,45,44
36,36,36,38,40,41
40,40,41,42,43,43
42,42,44,45,46,48
44,44,43,44,44,44
45,45,44,46,48,47
43,43,43,44,46,46
37,37,39,38,38,40
35,35,34,36,38,39
40,42,35,34,34,34
35,34,33,35,37,37
35,37,38,37,35,34
43,42,44,45,44,45
36,36,38,40,41,41
40,41,42,43,43,45
42,44,45,46,48,47
44,43,44,44,44,46
45,44,46,48,47,49
43,43,44,46,46,46
37,39,38,38,40,39
35,34,36,38,39,40
42,35,34,34,34,34
34,33,35,37,37,38
37,38,37,35,34,33
42,44,45,44,35,35
36,38,40,41,41,40
41,42,43,43,45,45
44,45,46,48,47,48
43,44,44,44,46,48
44,46,48,47,49,48
43,44,46,46,46,47
39,38,38,40,39,40
34,36,38,39,40,41
35,34,34,34,34,34
33,35,37,37,38,39
38,37,35,34,33,35
44,45,44,35,35,35
38,40,41,41,35,35
42,43,43,45,45,45
45,46,48,47,48,48
44,44,44,46,48,48
46,48,47,49,48,50
44,46,46,46,47,46
38,38,40,39,40,42
36,38,39,40,41,42
34,34,34,34,34,36
35,37,37,38,39,41
37,35,34,33,35,34
45,44,35,35,35,37
40,41,41,35,35,36
43,43,45,45,35,35
46,48,47,48,48,49
44,44,46,48,48,49
48,47,49,48,50,50
46,46,46,47,46,48
38,40,39,40,42,44
38,39,40,41,42,44
34,34,34,34,36,38
37,37,38,39,41,40
35,34,33,35,34,34
44,35,35,35,37,36
41,41,35,35,36,38
43,45,45,35,35,37
48,47,48,48,35,36
44,46,48,48,48,50
47,49,48,50,50,50
46,46,47,46,48,48
40,39,40,42,44,46
39,40,41,42,44,44
34,34,34,36,38,37
37,38,39,41,40,39
34,33,35,34,34,35
35,35,35,37,36,37
41,35,35,36,38,38
45,45,35,35,37,38
47,48,48,35,36,35
46,48,48,48,35,35
49,48,50,50,50,49
46,47,46,48,48,47
39,40,42,44,46,45
40,41,42,44,44,43
34,34,36,38,37,38
38,39,41,40,39,39
33,35,34,34,35,35
35,35,37,36,37,38
35,35,36,38,38,37
45,35,35,37,38,37
48,48,35,36,35,35
48,48,48,35,35,35
48,50,50,50,35,34
47,46,48,48,48,49
40,42,44,46,45,47
41,42,44,44,43,43
34,36,38,37,38,39
39,41,40,39,39,38
35,34,34,35,35,36
35,37,36,37,38,37
35,36,38,38,37,38
35,35,37,38,37,37
48,35,36,35,35,36
48,48,35,35,35,36
50,50,50,35,34,34
46,48,48,48,35,34
42,44,46,45,45,46
42,44,44,43,43,45
36,38,37,38,39,41
41,40,39,39,38,38
34,34,35,35,36,35
37,36,37,38,37,38
36,38,38,37,38,38
35,37,38,37,37,37
35,36,35,35,36,36
48,35,35,35,36,37
50,50,35,34,34,35
48,48,48,35,34,35
44,46,45,45,35,35
44,44,43,43,35,37
38,37,38,39,41,40
40,39,39,38,38,39
34,35,35,36,35,34
36,37,38,37,38,38
38,38,37,38,38,38
37,38,37,37,37,36
36,35,35,36,36,37
35,35,35,36,37,39
50,35,34,34,35,36
48,48,35,34,35,36
46,45,45,35,35,34
44,43,43,35,37,36
37,38,39,41,35,37
39,39,38,38,39,41
35,35,36,35,34,33
37,38,37,38,38,39
38,37,38,38,38,40
38,37,37,37,36,36
35,35,36,36,37,36
35,35,36,37,39,41
35,34,34,35,36,38
48,35,34,35,36,38
45,45,35,35,34,35
43,43,35,37,36,38
38,39,41,35,37,39
39,38,38,39,35,35
35,36,35,34,34,35
38,37,38,38,39,38
37,38,38,38,40,42
37,37,37,36,36,38
35,36,36,37,36,36
35,36,37,39,41,42
34,34,35,36,38,38
35,34,35,36,38,39
45,35,35,34,35,37
43,35,37,36,38,37
39,41,35,37,39,38
38,38,39,35,35,35
36,35,34,34,35,37
37,38,38,39,38,37
38,38,38,40,42,44
37,37,36,36,38,39
36,36,37,36,36,38
36,37,39,41,42,41
34,35,36,38,38,37
34,35,36,38,39,39
35,35,34,35,37,36
35,37,36,38,37,38
41,35,37,39,38,39
38,39,35,35,35,37
35,34,34,35,37,39
38,38,39,38,35,35
38,38,40,42,44,44
37,36,36,38,39,38
36,37,36,36,38,38
37,39,41,42,41,40
35,36,38,38,37,37
35,36,38,39,39,38
35,34,35,37,36,35
37,36,38,37,38,37
35,37,39,38,39,40
39,35,35,35,37,39
34,34,35,37,39,40
38,39,38,35,35,35
38,40,42,44,35,36
36,36,38,39,39,38
37,36,36,38,38,37
39,41,42,41,40,39
36,38,38,37,37,38
36,38,39,39,38,40
34,35,37,36,35,35
36,38,37,38,37,38
37,39,38,39,40,39
35,35,35,37,39,38
34,35,37,39,40,41
39,38,35,35,35,37
40,42,44,35,36,37
36,38,39,39,35,37
36,36,38,38,38,38
41,42,41,40,39,40
38,38,37,37,38,40
38,39,39,38,40,42
35,37,36,35,35,35
38,37,38,37,38,38
39,38,39,40,39,40
35,35,37,39,38,37
35,37,39,40,41,40
38,35,35,35,37,37
42,44,35,36,37,36
38,39,39,35,37,36
36,38,38,38,35,37
42,41,40,39,40,41
38,37,37,38,40,39
39,39,38,40,42,42
37,36,35,35,35,34
37,38,37,38,38,38
38,39,40,39,40,42
35,37,39,38,37,38
37,39,40,41,40,42
35,35,35,37,37,38
44,35,36,37,36,36
39,39,35,37,36,38
38,38,38,35,37,36
41,40,39,40,35,35
37,37,38,40,39,41
39,38,40,42,42,43
36,35,35,35,34,36
38,37,38,38,38,40
39,40,39,40,42,41
37,39,38,37,38,39
39,40,41,40,42,42
35,35,37,37,38,38
35,36,37,36,36,38
39,35,37,36,38,40
38,38,35,37,36,38
40,39,40,35,35,37
37,38,40,39,35,36
38,40,42,42,43,44
35,35,35,34,36,37
37,38,38,38,40,39
40,39,40,42,41,41
39,38,37,38,39,40
40,41,40,42,42,42
35,37,37,38,38,38
36,37,36,36,38,38
35,37,36,38,40,40
38,35,37,36,38,40
39,40,35,35,37,38
38,40,39,35,36,37
40,42,42,43,35,35
35,35,34,36,36,38
38,38,38,40,40,40
39,40,42,41,41,43
38,37,38,39,40,40
41,40,42,42,42,43
37,37,38,38,38,38
37,36,36,38,38,40
37,36,38,40,40,42
35,37,36,38,40,40
40,35,35,37,38,37
40,39,35,36,37,36
42,42,43,35,35,36
35,34,36,36,35,34
38,38,40,40,35,35
40,42,41,41,43,43
37,38,39,40,40,39
40,42,42,42,43,44
37,38,38,38,38,37
36,36,38,38,40,40
36,38,40,40,42,44
37,36,38,40,40,39
35,35,37,38,37,36
39,35,36,37,36,35
42,43,35,35,36,35
34,36,36,35,34,34
38,40,40,35,35,34
42,41,41,43,35,34
38,39,40,40,39,40
42,42,42,43,44,44
38,38,38,38,37,37
36,38,38,40,40,40
38,40,40,42,44,45
36,38,40,40,39,40
35,37,38,37,36,36
35,36,37,36,35,35
43,35,35,36,35,35
36,36,35,34,34,34
40,40,35,35,34,34
41,41,43,35,34,34
39,40,40,39,35,35
42,42,43,44,44,43
38,38,38,37,37,39
38,38,40,40,40,40
40,40,42,44,45,45
38,40,40,39,40,40
37,38,37,36,36,35
36,37,36,35,35,35
35,35,36,35,35,34
36,35,34,34,34,33
40,35,35,34,34,36
41,43,35,34,34,33
40,40,39,35,35,36
42,43,44,44,35,35
38,38,37,37,39,38
38,40,40,40,40,42
40,42,44,45,45,44
40,40,39,40,40,41
38,37,36,36,35,35
37,36,35,35,35,37
35,36,35,35,34,33
35,34,34,34,33,34
35,35,34,34,36,37
43,35,34,34,33,35
40,39,35,35,36,37
43,44,44,35,35,35
38,37,37,39,35,36
40,40,40,40,42,43
42,44,45,45,44,44
40,39,40,40,41,40
37,36,36,35,35,36
36,35,35,35,37,39
36,35,35,34,33,33
34,34,34,33,34,33
35,34,34,36,37,38
35,34,34,33,35,34
39,35,35,36,37,38
44,44,35,35,35,34
37,37,39,35,36,36
40,40,40,42,35,36
44,45,45,44,44,44
39,40,40,41,40,40
36,36,35,35,36,38
35,35,35,37,39,41
35,35,34,33,33,35
34,34,33,34,33,33
34,34,36,37,38,37
34,34,33,35,34,34
35,35,36,37,38,37
44,35,35,35,34,34
37,39,35,36,36,37
40,40,42,35,36,36
45,45,44,44,35,35
40,40,41,40,40,39
36,35,35,36,38,38
35,35,37,39,41,42
35,34,33,33,35,34
34,33,34,33,33,33
34,36,37,38,37,37
34,33,35,34,34,36
35,36,37,38,37,39
35,35,35,34,34,36
39,35,36,36,37,37
40,42,35,36,36,37
45,44,44,35,35,34
40,41,40,40,35,36
35,35,36,38,38,37
35,37,39,41,42,42
34,33,33,35,34,33
33,34,33,33,33,34
36,37,38,37,37,37
33,35,34,34,36,38
36,37,38,37,39,41
35,35,34,34,36,35
35,36,36,37,37,38
42,35,36,36,37,39
44,44,35,35,34,35
41,40,40,35,36,37
35,36,38,38,35,37
37,39,41,42,42,43
33,33,35,34,33,35
34,33,33,33,34,36
37,38,37,37,37,38
35,34,34,36,38,38
37,38,37,39,41,41
35,34,34,36,35,35
36,36,37,37,38,39
35,36,36,37,39,41
44,35,35,34,35,35
40,40,35,36,37,36
36,38,38,35,37,39
39,41,42,42,35,34
33,35,34,33,35,37
33,33,33,34,36,36
38,37,37,37,38,39
34,34,36,38,38,39
38,37,39,41,41,41
34,34,36,35,35,36
36,37,37,38,39,41
36,36,37,39,41,40
35,35,34,35,35,35
40,35,36,37,36,36
38,38,35,37,39,38
41,42,42,35,34,33
35,34,33,35,35,37
33,33,34,36,36,38
37,37,37,38,39,39
34,36,38,38,39,39
37,39,41,41,41,40
34,36,35,35,36,36
37,37,38,39,41,42
36,37,39,41,40,42
35,34,35,35,35,37
35,36,37,36,36,36
38,35,37,39,38,39
42,42,35,34,33,34
34,33,35,35,37,38
33,34,36,36,35,37
37,37,38,39,35,35
36,38,38,39,39,38
39,41,41,41,40,40
36,35,35,36,36,35
37,38,39,41,42,42
37,39,41,40,42,44
34,35,35,35,37,36
36,37,36,36,36,37
35,37,39,38,39,41
42,35,34,33,34,36
33,35,35,37,38,39
34,36,36,35,37,37
37,38,39,35,35,36
38,38,39,39,35,36
41,41,41,40,40,41
35,35,36,36,35,34
38,39,41,42,42,42
39,41,40,42,44,43
35,35,35,37,36,36
37,36,36,36,37,36
37,39,38,39,41,42
35,34,33,34,36,38
35,35,37,38,39,39
36,36,35,37,37,36
38,39,35,35,36,38
38,39,39,35,36,38
